task,activities_std,epa_normalized_variant_entropy,eventropy_trace,mean_variant_occurrence,ratio_variants_per_number_of_traces,start_activities_median,trace_len_coefficient_variation
task_838,12982.06,0.0,6.24,838.6,0.0,1.0,0.0
task_839,12982.06,0.0,6.24,838.6,0.0,1.0,0.68
task_840,12982.06,0.0,6.24,838.6,0.0,1.0,4.74
task_841,12982.06,0.0,6.24,838.6,0.0,7975.71,0.0
task_842,12982.06,0.0,6.24,838.6,0.0,7975.71,0.68
task_843,12982.06,0.0,6.24,838.6,0.0,7975.71,4.74
task_844,12982.06,0.0,6.24,838.6,0.0,150370.0,0.0
task_845,12982.06,0.0,6.24,838.6,0.0,150370.0,0.68
task_846,12982.06,0.0,6.24,838.6,0.0,150370.0,4.74
task_847,12982.06,0.0,6.24,838.6,0.47,1.0,0.0
task_848,12982.06,0.0,6.24,838.6,0.47,1.0,0.68
task_849,12982.06,0.0,6.24,838.6,0.47,1.0,4.74
task_850,12982.06,0.0,6.24,838.6,0.47,7975.71,0.0
task_851,12982.06,0.0,6.24,838.6,0.47,7975.71,0.68
task_852,12982.06,0.0,6.24,838.6,0.47,7975.71,4.74
task_853,12982.06,0.0,6.24,838.6,0.47,150370.0,0.0
task_854,12982.06,0.0,6.24,838.6,0.47,150370.0,0.68
task_855,12982.06,0.0,6.24,838.6,0.47,150370.0,4.74
task_856,12982.06,0.0,6.24,838.6,1.0,1.0,0.0
task_857,12982.06,0.0,6.24,838.6,1.0,1.0,0.68
task_858,12982.06,0.0,6.24,838.6,1.0,1.0,4.74
task_859,12982.06,0.0,6.24,838.6,1.0,7975.71,0.0
task_860,12982.06,0.0,6.24,838.6,1.0,7975.71,0.68
task_861,12982.06,0.0,6.24,838.6,1.0,7975.71,4.74
task_862,12982.06,0.0,6.24,838.6,1.0,150370.0,0.0
task_863,12982.06,0.0,6.24,838.6,1.0,150370.0,0.68
task_864,12982.06,0.0,6.24,838.6,1.0,150370.0,4.74
task_865,12982.06,0.0,6.24,24500.67,0.0,1.0,0.0
task_866,12982.06,0.0,6.24,24500.67,0.0,1.0,0.68
task_867,12982.06,0.0,6.24,24500.67,0.0,1.0,4.74
task_868,12982.06,0.0,6.24,24500.67,0.0,7975.71,0.0
task_869,12982.06,0.0,6.24,24500.67,0.0,7975.71,0.68
task_870,12982.06,0.0,6.24,24500.67,0.0,7975.71,4.74
task_871,12982.06,0.0,6.24,24500.67,0.0,150370.0,0.0
task_872,12982.06,0.0,6.24,24500.67,0.0,150370.0,0.68
task_873,12982.06,0.0,6.24,24500.67,0.0,150370.0,4.74
task_874,12982.06,0.0,6.24,24500.67,0.47,1.0,0.0
task_875,12982.06,0.0,6.24,24500.67,0.47,1.0,0.68
task_876,12982.06,0.0,6.24,24500.67,0.47,1.0,4.74
task_877,12982.06,0.0,6.24,24500.67,0.47,7975.71,0.0
task_878,12982.06,0.0,6.24,24500.67,0.47,7975.71,0.68
task_879,12982.06,0.0,6.24,24500.67,0.47,7975.71,4.74
task_880,12982.06,0.0,6.24,24500.67,0.47,150370.0,0.0
task_881,12982.06,0.0,6.24,24500.67,0.47,150370.0,0.68
task_882,12982.06,0.0,6.24,24500.67,0.47,150370.0,4.74
task_883,12982.06,0.0,6.24,24500.67,1.0,1.0,0.0
task_884,12982.06,0.0,6.24,24500.67,1.0,1.0,0.68
task_885,12982.06,0.0,6.24,24500.67,1.0,1.0,4.74
task_886,12982.06,0.0,6.24,24500.67,1.0,7975.71,0.0
task_887,12982.06,0.0,6.24,24500.67,1.0,7975.71,0.68
task_888,12982.06,0.0,6.24,24500.67,1.0,7975.71,4.74
task_889,12982.06,0.0,6.24,24500.67,1.0,150370.0,0.0
task_890,12982.06,0.0,6.24,24500.67,1.0,150370.0,0.68
task_891,12982.06,0.0,6.24,24500.67,1.0,150370.0,4.74
task_892,12982.06,0.0,13.36,1.0,0.0,1.0,0.0
task_893,12982.06,0.0,13.36,1.0,0.0,1.0,0.68
task_894,12982.06,0.0,13.36,1.0,0.0,1.0,4.74
task_895,12982.06,0.0,13.36,1.0,0.0,7975.71,0.0
task_896,12982.06,0.0,13.36,1.0,0.0,7975.71,0.68
task_897,12982.06,0.0,13.36,1.0,0.0,7975.71,4.74
task_898,12982.06,0.0,13.36,1.0,0.0,150370.0,0.0
task_899,12982.06,0.0,13.36,1.0,0.0,150370.0,0.68
task_900,12982.06,0.0,13.36,1.0,0.0,150370.0,4.74
task_901,12982.06,0.0,13.36,1.0,0.47,1.0,0.0
task_902,12982.06,0.0,13.36,1.0,0.47,1.0,0.68
task_903,12982.06,0.0,13.36,1.0,0.47,1.0,4.74
task_904,12982.06,0.0,13.36,1.0,0.47,7975.71,0.0
task_905,12982.06,0.0,13.36,1.0,0.47,7975.71,0.68
task_906,12982.06,0.0,13.36,1.0,0.47,7975.71,4.74
task_907,12982.06,0.0,13.36,1.0,0.47,150370.0,0.0
task_908,12982.06,0.0,13.36,1.0,0.47,150370.0,0.68
task_909,12982.06,0.0,13.36,1.0,0.47,150370.0,4.74
task_910,12982.06,0.0,13.36,1.0,1.0,1.0,0.0
task_911,12982.06,0.0,13.36,1.0,1.0,1.0,0.68
task_912,12982.06,0.0,13.36,1.0,1.0,1.0,4.74
task_913,12982.06,0.0,13.36,1.0,1.0,7975.71,0.0
task_914,12982.06,0.0,13.36,1.0,1.0,7975.71,0.68
task_915,12982.06,0.0,13.36,1.0,1.0,7975.71,4.74
task_916,12982.06,0.0,13.36,1.0,1.0,150370.0,0.0
task_917,12982.06,0.0,13.36,1.0,1.0,150370.0,0.68
task_918,12982.06,0.0,13.36,1.0,1.0,150370.0,4.74
task_919,12982.06,0.0,13.36,838.6,0.0,1.0,0.0
task_920,12982.06,0.0,13.36,838.6,0.0,1.0,0.68
task_921,12982.06,0.0,13.36,838.6,0.0,1.0,4.74
task_922,12982.06,0.0,13.36,838.6,0.0,7975.71,0.0
task_923,12982.06,0.0,13.36,838.6,0.0,7975.71,0.68
task_924,12982.06,0.0,13.36,838.6,0.0,7975.71,4.74
task_925,12982.06,0.0,13.36,838.6,0.0,150370.0,0.0
task_926,12982.06,0.0,13.36,838.6,0.0,150370.0,0.68
task_927,12982.06,0.0,13.36,838.6,0.0,150370.0,4.74
task_928,12982.06,0.0,13.36,838.6,0.47,1.0,0.0
task_929,12982.06,0.0,13.36,838.6,0.47,1.0,0.68
task_930,12982.06,0.0,13.36,838.6,0.47,1.0,4.74
task_931,12982.06,0.0,13.36,838.6,0.47,7975.71,0.0
task_932,12982.06,0.0,13.36,838.6,0.47,7975.71,0.68
task_933,12982.06,0.0,13.36,838.6,0.47,7975.71,4.74
task_934,12982.06,0.0,13.36,838.6,0.47,150370.0,0.0
task_935,12982.06,0.0,13.36,838.6,0.47,150370.0,0.68
task_936,12982.06,0.0,13.36,838.6,0.47,150370.0,4.74
task_937,12982.06,0.0,13.36,838.6,1.0,1.0,0.0
task_938,12982.06,0.0,13.36,838.6,1.0,1.0,0.68
task_939,12982.06,0.0,13.36,838.6,1.0,1.0,4.74
task_940,12982.06,0.0,13.36,838.6,1.0,7975.71,0.0
task_941,12982.06,0.0,13.36,838.6,1.0,7975.71,0.68
task_942,12982.06,0.0,13.36,838.6,1.0,7975.71,4.74
task_943,12982.06,0.0,13.36,838.6,1.0,150370.0,0.0
task_944,12982.06,0.0,13.36,838.6,1.0,150370.0,0.68
task_945,12982.06,0.0,13.36,838.6,1.0,150370.0,4.74
task_946,12982.06,0.0,13.36,24500.67,0.0,1.0,0.0
task_947,12982.06,0.0,13.36,24500.67,0.0,1.0,0.68
task_948,12982.06,0.0,13.36,24500.67,0.0,1.0,4.74
task_949,12982.06,0.0,13.36,24500.67,0.0,7975.71,0.0
task_950,12982.06,0.0,13.36,24500.67,0.0,7975.71,0.68
task_951,12982.06,0.0,13.36,24500.67,0.0,7975.71,4.74
task_952,12982.06,0.0,13.36,24500.67,0.0,150370.0,0.0
task_953,12982.06,0.0,13.36,24500.67,0.0,150370.0,0.68
task_954,12982.06,0.0,13.36,24500.67,0.0,150370.0,4.74
task_955,12982.06,0.0,13.36,24500.67,0.47,1.0,0.0
task_956,12982.06,0.0,13.36,24500.67,0.47,1.0,0.68
task_957,12982.06,0.0,13.36,24500.67,0.47,1.0,4.74
task_958,12982.06,0.0,13.36,24500.67,0.47,7975.71,0.0
task_959,12982.06,0.0,13.36,24500.67,0.47,7975.71,0.68
task_960,12982.06,0.0,13.36,24500.67,0.47,7975.71,4.74
task_961,12982.06,0.0,13.36,24500.67,0.47,150370.0,0.0
task_962,12982.06,0.0,13.36,24500.67,0.47,150370.0,0.68
task_963,12982.06,0.0,13.36,24500.67,0.47,150370.0,4.74
task_964,12982.06,0.0,13.36,24500.67,1.0,1.0,0.0
task_965,12982.06,0.0,13.36,24500.67,1.0,1.0,0.68
task_966,12982.06,0.0,13.36,24500.67,1.0,1.0,4.74
task_967,12982.06,0.0,13.36,24500.67,1.0,7975.71,0.0
task_968,12982.06,0.0,13.36,24500.67,1.0,7975.71,0.68
task_969,12982.06,0.0,13.36,24500.67,1.0,7975.71,4.74
task_970,12982.06,0.0,13.36,24500.67,1.0,150370.0,0.0
task_971,12982.06,0.0,13.36,24500.67,1.0,150370.0,0.68
task_972,12982.06,0.0,13.36,24500.67,1.0,150370.0,4.74
task_973,12982.06,0.68,0.0,1.0,0.0,1.0,0.0
task_974,12982.06,0.68,0.0,1.0,0.0,1.0,0.68
task_975,12982.06,0.68,0.0,1.0,0.0,1.0,4.74
task_976,12982.06,0.68,0.0,1.0,0.0,7975.71,0.0
task_977,12982.06,0.68,0.0,1.0,0.0,7975.71,0.68
task_978,12982.06,0.68,0.0,1.0,0.0,7975.71,4.74
task_979,12982.06,0.68,0.0,1.0,0.0,150370.0,0.0
task_980,12982.06,0.68,0.0,1.0,0.0,150370.0,0.68
task_981,12982.06,0.68,0.0,1.0,0.0,150370.0,4.74
task_982,12982.06,0.68,0.0,1.0,0.47,1.0,0.0
task_983,12982.06,0.68,0.0,1.0,0.47,1.0,0.68
task_984,12982.06,0.68,0.0,1.0,0.47,1.0,4.74
task_985,12982.06,0.68,0.0,1.0,0.47,7975.71,0.0
task_986,12982.06,0.68,0.0,1.0,0.47,7975.71,0.68
task_987,12982.06,0.68,0.0,1.0,0.47,7975.71,4.74
task_988,12982.06,0.68,0.0,1.0,0.47,150370.0,0.0
task_989,12982.06,0.68,0.0,1.0,0.47,150370.0,0.68
task_990,12982.06,0.68,0.0,1.0,0.47,150370.0,4.74
task_991,12982.06,0.68,0.0,1.0,1.0,1.0,0.0
task_992,12982.06,0.68,0.0,1.0,1.0,1.0,0.68
task_993,12982.06,0.68,0.0,1.0,1.0,1.0,4.74
task_994,12982.06,0.68,0.0,1.0,1.0,7975.71,0.0
task_995,12982.06,0.68,0.0,1.0,1.0,7975.71,0.68
task_996,12982.06,0.68,0.0,1.0,1.0,7975.71,4.74
task_997,12982.06,0.68,0.0,1.0,1.0,150370.0,0.0
task_998,12982.06,0.68,0.0,1.0,1.0,150370.0,0.68
task_999,12982.06,0.68,0.0,1.0,1.0,150370.0,4.74
task_1000,12982.06,0.68,0.0,838.6,0.0,1.0,0.0
task_1001,12982.06,0.68,0.0,838.6,0.0,1.0,0.68
task_1002,12982.06,0.68,0.0,838.6,0.0,1.0,4.74
task_1003,12982.06,0.68,0.0,838.6,0.0,7975.71,0.0
task_1004,12982.06,0.68,0.0,838.6,0.0,7975.71,0.68
task_1005,12982.06,0.68,0.0,838.6,0.0,7975.71,4.74
task_1006,12982.06,0.68,0.0,838.6,0.0,150370.0,0.0
task_1007,12982.06,0.68,0.0,838.6,0.0,150370.0,0.68
task_1008,12982.06,0.68,0.0,838.6,0.0,150370.0,4.74
task_1009,12982.06,0.68,0.0,838.6,0.47,1.0,0.0
task_1010,12982.06,0.68,0.0,838.6,0.47,1.0,0.68
task_1011,12982.06,0.68,0.0,838.6,0.47,1.0,4.74
task_1012,12982.06,0.68,0.0,838.6,0.47,7975.71,0.0
task_1013,12982.06,0.68,0.0,838.6,0.47,7975.71,0.68
task_1014,12982.06,0.68,0.0,838.6,0.47,7975.71,4.74
task_1015,12982.06,0.68,0.0,838.6,0.47,150370.0,0.0
task_1016,12982.06,0.68,0.0,838.6,0.47,150370.0,0.68
task_1017,12982.06,0.68,0.0,838.6,0.47,150370.0,4.74
task_1018,12982.06,0.68,0.0,838.6,1.0,1.0,0.0
task_1019,12982.06,0.68,0.0,838.6,1.0,1.0,0.68
task_1020,12982.06,0.68,0.0,838.6,1.0,1.0,4.74
task_1021,12982.06,0.68,0.0,838.6,1.0,7975.71,0.0
task_1022,12982.06,0.68,0.0,838.6,1.0,7975.71,0.68
task_1023,12982.06,0.68,0.0,838.6,1.0,7975.71,4.74
task_1024,12982.06,0.68,0.0,838.6,1.0,150370.0,0.0
task_1025,12982.06,0.68,0.0,838.6,1.0,150370.0,0.68
task_1026,12982.06,0.68,0.0,838.6,1.0,150370.0,4.74
task_1027,12982.06,0.68,0.0,24500.67,0.0,1.0,0.0
task_1028,12982.06,0.68,0.0,24500.67,0.0,1.0,0.68
task_1029,12982.06,0.68,0.0,24500.67,0.0,1.0,4.74
task_1030,12982.06,0.68,0.0,24500.67,0.0,7975.71,0.0
task_1031,12982.06,0.68,0.0,24500.67,0.0,7975.71,0.68
task_1032,12982.06,0.68,0.0,24500.67,0.0,7975.71,4.74
task_1033,12982.06,0.68,0.0,24500.67,0.0,150370.0,0.0
task_1034,12982.06,0.68,0.0,24500.67,0.0,150370.0,0.68
task_1035,12982.06,0.68,0.0,24500.67,0.0,150370.0,4.74
task_1036,12982.06,0.68,0.0,24500.67,0.47,1.0,0.0
task_1037,12982.06,0.68,0.0,24500.67,0.47,1.0,0.68
task_1038,12982.06,0.68,0.0,24500.67,0.47,1.0,4.74
task_1039,12982.06,0.68,0.0,24500.67,0.47,7975.71,0.0
task_1040,12982.06,0.68,0.0,24500.67,0.47,7975.71,0.68
task_1041,12982.06,0.68,0.0,24500.67,0.47,7975.71,4.74
task_1042,12982.06,0.68,0.0,24500.67,0.47,150370.0,0.0
task_1043,12982.06,0.68,0.0,24500.67,0.47,150370.0,0.68
task_1044,12982.06,0.68,0.0,24500.67,0.47,150370.0,4.74
task_1045,12982.06,0.68,0.0,24500.67,1.0,1.0,0.0
task_1046,12982.06,0.68,0.0,24500.67,1.0,1.0,0.68
task_1047,12982.06,0.68,0.0,24500.67,1.0,1.0,4.74
task_1048,12982.06,0.68,0.0,24500.67,1.0,7975.71,0.0
task_1049,12982.06,0.68,0.0,24500.67,1.0,7975.71,0.68
task_1050,12982.06,0.68,0.0,24500.67,1.0,7975.71,4.74
task_1051,12982.06,0.68,0.0,24500.67,1.0,150370.0,0.0
task_1052,12982.06,0.68,0.0,24500.67,1.0,150370.0,0.68
task_1053,12982.06,0.68,0.0,24500.67,1.0,150370.0,4.74
task_1054,12982.06,0.68,6.24,1.0,0.0,1.0,0.0
task_1055,12982.06,0.68,6.24,1.0,0.0,1.0,0.68
task_1056,12982.06,0.68,6.24,1.0,0.0,1.0,4.74
task_1057,12982.06,0.68,6.24,1.0,0.0,7975.71,0.0
task_1058,12982.06,0.68,6.24,1.0,0.0,7975.71,0.68
task_1059,12982.06,0.68,6.24,1.0,0.0,7975.71,4.74
task_1060,12982.06,0.68,6.24,1.0,0.0,150370.0,0.0
task_1061,12982.06,0.68,6.24,1.0,0.0,150370.0,0.68
task_1062,12982.06,0.68,6.24,1.0,0.0,150370.0,4.74
task_1063,12982.06,0.68,6.24,1.0,0.47,1.0,0.0
task_1064,12982.06,0.68,6.24,1.0,0.47,1.0,0.68
task_1065,12982.06,0.68,6.24,1.0,0.47,1.0,4.74
task_1066,12982.06,0.68,6.24,1.0,0.47,7975.71,0.0
task_1067,12982.06,0.68,6.24,1.0,0.47,7975.71,0.68
task_1068,12982.06,0.68,6.24,1.0,0.47,7975.71,4.74
task_1069,12982.06,0.68,6.24,1.0,0.47,150370.0,0.0
task_1070,12982.06,0.68,6.24,1.0,0.47,150370.0,0.68
task_1071,12982.06,0.68,6.24,1.0,0.47,150370.0,4.74
task_1072,12982.06,0.68,6.24,1.0,1.0,1.0,0.0
task_1073,12982.06,0.68,6.24,1.0,1.0,1.0,0.68
task_1074,12982.06,0.68,6.24,1.0,1.0,1.0,4.74
task_1075,12982.06,0.68,6.24,1.0,1.0,7975.71,0.0
task_1076,12982.06,0.68,6.24,1.0,1.0,7975.71,0.68
task_1077,12982.06,0.68,6.24,1.0,1.0,7975.71,4.74
task_1078,12982.06,0.68,6.24,1.0,1.0,150370.0,0.0
task_1079,12982.06,0.68,6.24,1.0,1.0,150370.0,0.68
task_1080,12982.06,0.68,6.24,1.0,1.0,150370.0,4.74
task_1081,12982.06,0.68,6.24,838.6,0.0,1.0,0.0
task_1082,12982.06,0.68,6.24,838.6,0.0,1.0,0.68
task_1083,12982.06,0.68,6.24,838.6,0.0,1.0,4.74
task_1084,12982.06,0.68,6.24,838.6,0.0,7975.71,0.0
task_1085,12982.06,0.68,6.24,838.6,0.0,7975.71,0.68
task_1086,12982.06,0.68,6.24,838.6,0.0,7975.71,4.74
task_1087,12982.06,0.68,6.24,838.6,0.0,150370.0,0.0
task_1088,12982.06,0.68,6.24,838.6,0.0,150370.0,0.68
task_1089,12982.06,0.68,6.24,838.6,0.0,150370.0,4.74
task_1090,12982.06,0.68,6.24,838.6,0.47,1.0,0.0
task_1091,12982.06,0.68,6.24,838.6,0.47,1.0,0.68
task_1092,12982.06,0.68,6.24,838.6,0.47,1.0,4.74
task_1093,12982.06,0.68,6.24,838.6,0.47,7975.71,0.0
task_1094,12982.06,0.68,6.24,838.6,0.47,7975.71,0.68
task_1095,12982.06,0.68,6.24,838.6,0.47,7975.71,4.74
task_1096,12982.06,0.68,6.24,838.6,0.47,150370.0,0.0
task_1097,12982.06,0.68,6.24,838.6,0.47,150370.0,0.68
task_1098,12982.06,0.68,6.24,838.6,0.47,150370.0,4.74
task_1099,12982.06,0.68,6.24,838.6,1.0,1.0,0.0
task_1100,12982.06,0.68,6.24,838.6,1.0,1.0,0.68
task_1101,12982.06,0.68,6.24,838.6,1.0,1.0,4.74
task_1102,12982.06,0.68,6.24,838.6,1.0,7975.71,0.0
task_1103,12982.06,0.68,6.24,838.6,1.0,7975.71,0.68
task_1104,12982.06,0.68,6.24,838.6,1.0,7975.71,4.74
task_1105,12982.06,0.68,6.24,838.6,1.0,150370.0,0.0
task_1106,12982.06,0.68,6.24,838.6,1.0,150370.0,0.68
task_1107,12982.06,0.68,6.24,838.6,1.0,150370.0,4.74
task_1108,12982.06,0.68,6.24,24500.67,0.0,1.0,0.0
task_1109,12982.06,0.68,6.24,24500.67,0.0,1.0,0.68
task_1110,12982.06,0.68,6.24,24500.67,0.0,1.0,4.74
task_1111,12982.06,0.68,6.24,24500.67,0.0,7975.71,0.0
task_1112,12982.06,0.68,6.24,24500.67,0.0,7975.71,0.68
task_1113,12982.06,0.68,6.24,24500.67,0.0,7975.71,4.74
task_1114,12982.06,0.68,6.24,24500.67,0.0,150370.0,0.0
task_1115,12982.06,0.68,6.24,24500.67,0.0,150370.0,0.68
task_1116,12982.06,0.68,6.24,24500.67,0.0,150370.0,4.74
task_1117,12982.06,0.68,6.24,24500.67,0.47,1.0,0.0
task_1118,12982.06,0.68,6.24,24500.67,0.47,1.0,0.68
task_1119,12982.06,0.68,6.24,24500.67,0.47,1.0,4.74
task_1120,12982.06,0.68,6.24,24500.67,0.47,7975.71,0.0
task_1121,12982.06,0.68,6.24,24500.67,0.47,7975.71,0.68
task_1122,12982.06,0.68,6.24,24500.67,0.47,7975.71,4.74
task_1123,12982.06,0.68,6.24,24500.67,0.47,150370.0,0.0
task_1124,12982.06,0.68,6.24,24500.67,0.47,150370.0,0.68
task_1125,12982.06,0.68,6.24,24500.67,0.47,150370.0,4.74
task_1126,12982.06,0.68,6.24,24500.67,1.0,1.0,0.0
task_1127,12982.06,0.68,6.24,24500.67,1.0,1.0,0.68
task_1128,12982.06,0.68,6.24,24500.67,1.0,1.0,4.74
task_1129,12982.06,0.68,6.24,24500.67,1.0,7975.71,0.0
task_1130,12982.06,0.68,6.24,24500.67,1.0,7975.71,0.68
task_1131,12982.06,0.68,6.24,24500.67,1.0,7975.71,4.74
task_1132,12982.06,0.68,6.24,24500.67,1.0,150370.0,0.0
task_1133,12982.06,0.68,6.24,24500.67,1.0,150370.0,0.68
task_1134,12982.06,0.68,6.24,24500.67,1.0,150370.0,4.74
task_1135,12982.06,0.68,13.36,1.0,0.0,1.0,0.0
task_1136,12982.06,0.68,13.36,1.0,0.0,1.0,0.68
task_1137,12982.06,0.68,13.36,1.0,0.0,1.0,4.74
task_1138,12982.06,0.68,13.36,1.0,0.0,7975.71,0.0
task_1139,12982.06,0.68,13.36,1.0,0.0,7975.71,0.68
task_1140,12982.06,0.68,13.36,1.0,0.0,7975.71,4.74
task_1141,12982.06,0.68,13.36,1.0,0.0,150370.0,0.0
task_1142,12982.06,0.68,13.36,1.0,0.0,150370.0,0.68
task_1143,12982.06,0.68,13.36,1.0,0.0,150370.0,4.74
task_1144,12982.06,0.68,13.36,1.0,0.47,1.0,0.0
task_1145,12982.06,0.68,13.36,1.0,0.47,1.0,0.68
task_1146,12982.06,0.68,13.36,1.0,0.47,1.0,4.74
task_1147,12982.06,0.68,13.36,1.0,0.47,7975.71,0.0
task_1148,12982.06,0.68,13.36,1.0,0.47,7975.71,0.68
task_1149,12982.06,0.68,13.36,1.0,0.47,7975.71,4.74
task_1150,12982.06,0.68,13.36,1.0,0.47,150370.0,0.0
task_1151,12982.06,0.68,13.36,1.0,0.47,150370.0,0.68
task_1152,12982.06,0.68,13.36,1.0,0.47,150370.0,4.74
task_1153,12982.06,0.68,13.36,1.0,1.0,1.0,0.0
task_1154,12982.06,0.68,13.36,1.0,1.0,1.0,0.68
task_1155,12982.06,0.68,13.36,1.0,1.0,1.0,4.74
task_1156,12982.06,0.68,13.36,1.0,1.0,7975.71,0.0
task_1157,12982.06,0.68,13.36,1.0,1.0,7975.71,0.68
task_1158,12982.06,0.68,13.36,1.0,1.0,7975.71,4.74
task_1159,12982.06,0.68,13.36,1.0,1.0,150370.0,0.0
task_1160,12982.06,0.68,13.36,1.0,1.0,150370.0,0.68
task_1161,12982.06,0.68,13.36,1.0,1.0,150370.0,4.74
task_1162,12982.06,0.68,13.36,838.6,0.0,1.0,0.0
task_1163,12982.06,0.68,13.36,838.6,0.0,1.0,0.68
task_1164,12982.06,0.68,13.36,838.6,0.0,1.0,4.74
task_1165,12982.06,0.68,13.36,838.6,0.0,7975.71,0.0
task_1166,12982.06,0.68,13.36,838.6,0.0,7975.71,0.68
task_1167,12982.06,0.68,13.36,838.6,0.0,7975.71,4.74
task_1168,12982.06,0.68,13.36,838.6,0.0,150370.0,0.0
task_1169,12982.06,0.68,13.36,838.6,0.0,150370.0,0.68
task_1170,12982.06,0.68,13.36,838.6,0.0,150370.0,4.74
task_1171,12982.06,0.68,13.36,838.6,0.47,1.0,0.0
task_1172,12982.06,0.68,13.36,838.6,0.47,1.0,0.68
task_1173,12982.06,0.68,13.36,838.6,0.47,1.0,4.74
task_1174,12982.06,0.68,13.36,838.6,0.47,7975.71,0.0
task_1175,12982.06,0.68,13.36,838.6,0.47,7975.71,0.68
task_1176,12982.06,0.68,13.36,838.6,0.47,7975.71,4.74
task_1177,12982.06,0.68,13.36,838.6,0.47,150370.0,0.0
task_1178,12982.06,0.68,13.36,838.6,0.47,150370.0,0.68
task_1179,12982.06,0.68,13.36,838.6,0.47,150370.0,4.74
task_1180,12982.06,0.68,13.36,838.6,1.0,1.0,0.0
task_1181,12982.06,0.68,13.36,838.6,1.0,1.0,0.68
task_1182,12982.06,0.68,13.36,838.6,1.0,1.0,4.74
task_1183,12982.06,0.68,13.36,838.6,1.0,7975.71,0.0
task_1184,12982.06,0.68,13.36,838.6,1.0,7975.71,0.68
task_1185,12982.06,0.68,13.36,838.6,1.0,7975.71,4.74
task_1186,12982.06,0.68,13.36,838.6,1.0,150370.0,0.0
task_1187,12982.06,0.68,13.36,838.6,1.0,150370.0,0.68
task_1188,12982.06,0.68,13.36,838.6,1.0,150370.0,4.74
task_1189,12982.06,0.68,13.36,24500.67,0.0,1.0,0.0
task_1190,12982.06,0.68,13.36,24500.67,0.0,1.0,0.68
task_1191,12982.06,0.68,13.36,24500.67,0.0,1.0,4.74
task_1192,12982.06,0.68,13.36,24500.67,0.0,7975.71,0.0
task_1193,12982.06,0.68,13.36,24500.67,0.0,7975.71,0.68
task_1194,12982.06,0.68,13.36,24500.67,0.0,7975.71,4.74
task_1195,12982.06,0.68,13.36,24500.67,0.0,150370.0,0.0
task_1196,12982.06,0.68,13.36,24500.67,0.0,150370.0,0.68
task_1197,12982.06,0.68,13.36,24500.67,0.0,150370.0,4.74
task_1198,12982.06,0.68,13.36,24500.67,0.47,1.0,0.0
task_1199,12982.06,0.68,13.36,24500.67,0.47,1.0,0.68
task_1200,12982.06,0.68,13.36,24500.67,0.47,1.0,4.74
task_1201,12982.06,0.68,13.36,24500.67,0.47,7975.71,0.0
task_1202,12982.06,0.68,13.36,24500.67,0.47,7975.71,0.68
task_1203,12982.06,0.68,13.36,24500.67,0.47,7975.71,4.74
task_1204,12982.06,0.68,13.36,24500.67,0.47,150370.0,0.0
task_1205,12982.06,0.68,13.36,24500.67,0.47,150370.0,0.68
task_1206,12982.06,0.68,13.36,24500.67,0.47,150370.0,4.74
task_1207,12982.06,0.68,13.36,24500.67,1.0,1.0,0.0
task_1208,12982.06,0.68,13.36,24500.67,1.0,1.0,0.68
task_1209,12982.06,0.68,13.36,24500.67,1.0,1.0,4.74
task_1210,12982.06,0.68,13.36,24500.67,1.0,7975.71,0.0
task_1211,12982.06,0.68,13.36,24500.67,1.0,7975.71,0.68
task_1212,12982.06,0.68,13.36,24500.67,1.0,7975.71,4.74
task_1213,12982.06,0.68,13.36,24500.67,1.0,150370.0,0.0
task_1214,12982.06,0.68,13.36,24500.67,1.0,150370.0,0.68
task_1215,12982.06,0.68,13.36,24500.67,1.0,150370.0,4.74
task_1216,12982.06,0.9,0.0,1.0,0.0,1.0,0.0
task_1217,12982.06,0.9,0.0,1.0,0.0,1.0,0.68
task_1218,12982.06,0.9,0.0,1.0,0.0,1.0,4.74
task_1219,12982.06,0.9,0.0,1.0,0.0,7975.71,0.0
task_1220,12982.06,0.9,0.0,1.0,0.0,7975.71,0.68
task_1221,12982.06,0.9,0.0,1.0,0.0,7975.71,4.74
task_1222,12982.06,0.9,0.0,1.0,0.0,150370.0,0.0
task_1223,12982.06,0.9,0.0,1.0,0.0,150370.0,0.68
task_1224,12982.06,0.9,0.0,1.0,0.0,150370.0,4.74
task_1225,12982.06,0.9,0.0,1.0,0.47,1.0,0.0
task_1226,12982.06,0.9,0.0,1.0,0.47,1.0,0.68
task_1227,12982.06,0.9,0.0,1.0,0.47,1.0,4.74
task_1228,12982.06,0.9,0.0,1.0,0.47,7975.71,0.0
task_1229,12982.06,0.9,0.0,1.0,0.47,7975.71,0.68
task_1230,12982.06,0.9,0.0,1.0,0.47,7975.71,4.74
task_1231,12982.06,0.9,0.0,1.0,0.47,150370.0,0.0
task_1232,12982.06,0.9,0.0,1.0,0.47,150370.0,0.68
task_1233,12982.06,0.9,0.0,1.0,0.47,150370.0,4.74
task_1234,12982.06,0.9,0.0,1.0,1.0,1.0,0.0
task_1235,12982.06,0.9,0.0,1.0,1.0,1.0,0.68
task_1236,12982.06,0.9,0.0,1.0,1.0,1.0,4.74
task_1237,12982.06,0.9,0.0,1.0,1.0,7975.71,0.0
task_1238,12982.06,0.9,0.0,1.0,1.0,7975.71,0.68
task_1239,12982.06,0.9,0.0,1.0,1.0,7975.71,4.74
